"subject","activity","settype","variable","V1"
"7535",26,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Y",-0.006237000044
"7536",26,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Y",-0.185528313272727
"7537",27,"STANDING","training data","fBodyAcc-mean()-Y",-0.961356141125
"7538",27,"SITTING","training data","fBodyAcc-mean()-Y",-0.974057855571429
"7539",27,"LAYING","training data","fBodyAcc-mean()-Y",-0.982915951891892
"7540",27,"WALKING","training data","fBodyAcc-mean()-Y",-0.13678354122807
"7541",27,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Y",-0.0626729573068182
"7542",27,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Y",-0.249688517843137
"7543",28,"STANDING","training data","fBodyAcc-mean()-Y",-0.893430392658228
"7544",28,"SITTING","training data","fBodyAcc-mean()-Y",-0.946351650416667
"7545",28,"LAYING","training data","fBodyAcc-mean()-Y",-0.958436369
"7546",28,"WALKING","training data","fBodyAcc-mean()-Y",-0.127912276044444
"7547",28,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Y",0.186441733869565
"7548",28,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Y",-0.190589069119608
"7549",29,"STANDING","training data","fBodyAcc-mean()-Y",-0.973345770461538
"7550",29,"SITTING","training data","fBodyAcc-mean()-Y",-0.969609501666667
"7551",29,"LAYING","training data","fBodyAcc-mean()-Y",-0.989034304057971
"7552",29,"WALKING","training data","fBodyAcc-mean()-Y",-0.0349642325433962
"7553",29,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Y",-0.02122937175
"7554",29,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Y",-0.196011503540816
"7555",30,"STANDING","training data","fBodyAcc-mean()-Y",-0.919475121186441
"7556",30,"SITTING","training data","fBodyAcc-mean()-Y",-0.954076042258065
"7557",30,"LAYING","training data","fBodyAcc-mean()-Y",-0.959974274571429
"7558",30,"WALKING","training data","fBodyAcc-mean()-Y",-0.193856663907692
"7559",30,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Y",-0.0216637054241935
"7560",30,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Y",-0.297813768569231
"7561",2,"STANDING","test data","fBodyAcc-mean()-Z",-0.962471195740741
"7562",2,"SITTING","test data","fBodyAcc-mean()-Z",-0.970162172608696
"7563",2,"LAYING","test data","fBodyAcc-mean()-Z",-0.984380981875
"7564",2,"WALKING","test data","fBodyAcc-mean()-Z",-0.453806369830508
"7565",2,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.131290772
"7566",2,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.281001986202083
"7567",4,"STANDING","test data","fBodyAcc-mean()-Z",-0.93164342125
"7568",4,"SITTING","test data","fBodyAcc-mean()-Z",-0.9517837432
"7569",4,"LAYING","test data","fBodyAcc-mean()-Z",-0.967504278888889
"7570",4,"WALKING","test data","fBodyAcc-mean()-Z",-0.631005470833333
"7571",4,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.494683451555556
"7572",4,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.524655722692308
"7573",9,"STANDING","test data","fBodyAcc-mean()-Z",-0.941686874222222
"7574",9,"SITTING","test data","fBodyAcc-mean()-Z",-0.8922013438
"7575",9,"LAYING","test data","fBodyAcc-mean()-Z",-0.9459190006
"7576",9,"WALKING","test data","fBodyAcc-mean()-Z",-0.250806259788462
"7577",9,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.103705822657857
"7578",9,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.384710423408163
"7579",10,"STANDING","test data","fBodyAcc-mean()-Z",-0.955272383863636
"7580",10,"SITTING","test data","fBodyAcc-mean()-Z",-0.97464465462963
"7581",10,"LAYING","test data","fBodyAcc-mean()-Z",-0.964300845172414
"7582",10,"WALKING","test data","fBodyAcc-mean()-Z",-0.41218272245283
"7583",10,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.157728357742105
"7584",10,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.301206408085106
"7585",12,"STANDING","test data","fBodyAcc-mean()-Z",-0.947178200163934
"7586",12,"SITTING","test data","fBodyAcc-mean()-Z",-0.954626628823529
"7587",12,"LAYING","test data","fBodyAcc-mean()-Z",-0.954724801666667
"7588",12,"WALKING","test data","fBodyAcc-mean()-Z",-0.4223253002
"7589",12,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.402121221521739
"7590",12,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.560841212692308
"7591",13,"STANDING","test data","fBodyAcc-mean()-Z",-0.97756730122807
"7592",13,"SITTING","test data","fBodyAcc-mean()-Z",-0.956183063510204
"7593",13,"LAYING","test data","fBodyAcc-mean()-Z",-0.966295582741935
"7594",13,"WALKING","test data","fBodyAcc-mean()-Z",-0.246851507561404
"7595",13,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.151178724793617
"7596",13,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.404785239945455
"7597",18,"STANDING","test data","fBodyAcc-mean()-Z",-0.975772813972603
"7598",18,"SITTING","test data","fBodyAcc-mean()-Z",-0.982996441403509
"7599",18,"LAYING","test data","fBodyAcc-mean()-Z",-0.988606906307692
"7600",18,"WALKING","test data","fBodyAcc-mean()-Z",-0.48977105125
"7601",18,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.505824358
"7602",18,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.522728377068965
"7603",20,"STANDING","test data","fBodyAcc-mean()-Z",-0.929985824794521
"7604",20,"SITTING","test data","fBodyAcc-mean()-Z",-0.947597457121212
"7605",20,"LAYING","test data","fBodyAcc-mean()-Z",-0.976392651323529
"7606",20,"WALKING","test data","fBodyAcc-mean()-Z",-0.272213861705882
"7607",20,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.188098811986667
"7608",20,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.318431522156863
"7609",24,"STANDING","test data","fBodyAcc-mean()-Z",-0.953817599275362
"7610",24,"SITTING","test data","fBodyAcc-mean()-Z",-0.966991781176471
"7611",24,"LAYING","test data","fBodyAcc-mean()-Z",-0.976634815694444
"7612",24,"WALKING","test data","fBodyAcc-mean()-Z",-0.344493013448276
"7613",24,"WALKING_DOWNSTAIRS","test data","fBodyAcc-mean()-Z",-0.173825083587273
"7614",24,"WALKING_UPSTAIRS","test data","fBodyAcc-mean()-Z",-0.312792211016949
"7615",1,"STANDING","training data","fBodyAcc-mean()-Z",-0.985297098679245
"7616",1,"SITTING","training data","fBodyAcc-mean()-Z",-0.959184889148936
"7617",1,"LAYING","training data","fBodyAcc-mean()-Z",-0.8826668762
"7618",1,"WALKING","training data","fBodyAcc-mean()-Z",-0.331560117789474
"7619",1,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.225574471693878
"7620",1,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.433349702075472
"7621",3,"STANDING","training data","fBodyAcc-mean()-Z",-0.939507735245902
"7622",3,"SITTING","training data","fBodyAcc-mean()-Z",-0.917987925384615
"7623",3,"LAYING","training data","fBodyAcc-mean()-Z",-0.968332141612903
"7624",3,"WALKING","training data","fBodyAcc-mean()-Z",-0.412374074482759
"7625",3,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.404452414285714
"7626",3,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.504494528474576
"7627",5,"STANDING","training data","fBodyAcc-mean()-Z",-0.915083799107143
"7628",5,"SITTING","training data","fBodyAcc-mean()-Z",-0.946064216818182
"7629",5,"LAYING","training data","fBodyAcc-mean()-Z",-0.977007724615385
"7630",5,"WALKING","training data","fBodyAcc-mean()-Z",-0.490251090714286
"7631",5,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.374740089574468
"7632",5,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.457470676808511
"7633",6,"STANDING","training data","fBodyAcc-mean()-Z",-0.942864017017544
"7634",6,"SITTING","training data","fBodyAcc-mean()-Z",-0.935798115272727
"7635",6,"LAYING","training data","fBodyAcc-mean()-Z",-0.938044912280702
"7636",6,"WALKING","training data","fBodyAcc-mean()-Z",-0.498520164385965
"7637",6,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.277602590916667
"7638",6,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.42724809972549
"7639",7,"STANDING","training data","fBodyAcc-mean()-Z",-0.938550519811321
"7640",7,"SITTING","training data","fBodyAcc-mean()-Z",-0.904675337916667
"7641",7,"LAYING","training data","fBodyAcc-mean()-Z",-0.958611644615385
"7642",7,"WALKING","training data","fBodyAcc-mean()-Z",0.0385832252345614
"7643",7,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.139216222106383
"7644",7,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.317461021372549
"7645",8,"STANDING","training data","fBodyAcc-mean()-Z",-0.950362935555556
"7646",8,"SITTING","training data","fBodyAcc-mean()-Z",-0.959436275869565
"7647",8,"LAYING","training data","fBodyAcc-mean()-Z",-0.944269514074074
"7648",8,"WALKING","training data","fBodyAcc-mean()-Z",-0.238634594791667
"7649",8,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",0.159589756534211
"7650",8,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.0729496941121951
"7651",11,"STANDING","training data","fBodyAcc-mean()-Z",-0.987669785531915
"7652",11,"SITTING","training data","fBodyAcc-mean()-Z",-0.972855110377359
"7653",11,"LAYING","training data","fBodyAcc-mean()-Z",-0.973576812807018
"7654",11,"WALKING","training data","fBodyAcc-mean()-Z",-0.616402910169492
"7655",11,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.377624755652174
"7656",11,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.551742083518519
"7657",14,"STANDING","training data","fBodyAcc-mean()-Z",-0.9424220265
"7658",14,"SITTING","training data","fBodyAcc-mean()-Z",-0.944126078888889
"7659",14,"LAYING","training data","fBodyAcc-mean()-Z",-0.927882307058824
"7660",14,"WALKING","training data","fBodyAcc-mean()-Z",-0.177366434042373
"7661",14,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",0.280735952206667
"7662",14,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",0.191693742633333
"7663",15,"STANDING","training data","fBodyAcc-mean()-Z",-0.965473514528302
"7664",15,"SITTING","training data","fBodyAcc-mean()-Z",-0.963227004915254
"7665",15,"LAYING","training data","fBodyAcc-mean()-Z",-0.95156594625
"7666",15,"WALKING","training data","fBodyAcc-mean()-Z",-0.554942138148148
"7667",15,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.259812204547619
"7668",15,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.5395910825
"7669",16,"STANDING","training data","fBodyAcc-mean()-Z",-0.969999504230769
"7670",16,"SITTING","training data","fBodyAcc-mean()-Z",-0.959552230434783
"7671",16,"LAYING","training data","fBodyAcc-mean()-Z",-0.974580069142857
"7672",16,"WALKING","training data","fBodyAcc-mean()-Z",-0.244363048235294
"7673",16,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.04769426376
"7674",16,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.335853041176471
"7675",17,"STANDING","training data","fBodyAcc-mean()-Z",-0.980231575769231
"7676",17,"SITTING","training data","fBodyAcc-mean()-Z",-0.97484160453125
"7677",17,"LAYING","training data","fBodyAcc-mean()-Z",-0.965406091549296
"7678",17,"WALKING","training data","fBodyAcc-mean()-Z",-0.382832802295082
"7679",17,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.3180818605
"7680",17,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.3999234945625
"7681",19,"STANDING","training data","fBodyAcc-mean()-Z",-0.968543351780822
"7682",19,"SITTING","training data","fBodyAcc-mean()-Z",-0.96633509109589
"7683",19,"LAYING","training data","fBodyAcc-mean()-Z",-0.985340447349398
"7684",19,"WALKING","training data","fBodyAcc-mean()-Z",-0.104423357596154
"7685",19,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",0.110659220744872
"7686",19,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.2196444734075
"7687",21,"STANDING","training data","fBodyAcc-mean()-Z",-0.960274142134831
"7688",21,"SITTING","training data","fBodyAcc-mean()-Z",-0.970859342941176
"7689",21,"LAYING","training data","fBodyAcc-mean()-Z",-0.961772190555556
"7690",21,"WALKING","training data","fBodyAcc-mean()-Z",-0.300309066730769
"7691",21,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.0769713066866667
"7692",21,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.321712974042553
"7693",22,"STANDING","training data","fBodyAcc-mean()-Z",-0.957101794126984
"7694",22,"SITTING","training data","fBodyAcc-mean()-Z",-0.946635312419355
"7695",22,"LAYING","training data","fBodyAcc-mean()-Z",-0.954219235555556
"7696",22,"WALKING","training data","fBodyAcc-mean()-Z",-0.25521651373913
"7697",22,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.322795653888889
"7698",22,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.228019952309524
"7699",23,"STANDING","training data","fBodyAcc-mean()-Z",-0.945170568823529
"7700",23,"SITTING","training data","fBodyAcc-mean()-Z",-0.942031166764706
"7701",23,"LAYING","training data","fBodyAcc-mean()-Z",-0.977515213888889
"7702",23,"WALKING","training data","fBodyAcc-mean()-Z",0.0814081078542373
"7703",23,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",0.280518877574074
"7704",23,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.070577489272549
"7705",25,"STANDING","training data","fBodyAcc-mean()-Z",-0.974051231216216
"7706",25,"SITTING","training data","fBodyAcc-mean()-Z",-0.974776131230769
"7707",25,"LAYING","training data","fBodyAcc-mean()-Z",-0.816197953561644
"7708",25,"WALKING","training data","fBodyAcc-mean()-Z",-0.533563220540541
"7709",25,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.556097089137931
"7710",25,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.542931828
"7711",26,"STANDING","training data","fBodyAcc-mean()-Z",-0.97321515527027
"7712",26,"SITTING","training data","fBodyAcc-mean()-Z",-0.967519149358974
"7713",26,"LAYING","training data","fBodyAcc-mean()-Z",-0.984923123552632
"7714",26,"WALKING","training data","fBodyAcc-mean()-Z",-0.33953964559322
"7715",26,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.2796400557
"7716",26,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.499502759272727
"7717",27,"STANDING","training data","fBodyAcc-mean()-Z",-0.97414624525
"7718",27,"SITTING","training data","fBodyAcc-mean()-Z",-0.974665817
"7719",27,"LAYING","training data","fBodyAcc-mean()-Z",-0.987356589864865
"7720",27,"WALKING","training data","fBodyAcc-mean()-Z",-0.312372595438596
"7721",27,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.241600361090909
"7722",27,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.418886395098039
"7723",28,"STANDING","training data","fBodyAcc-mean()-Z",-0.934503028481013
"7724",28,"SITTING","training data","fBodyAcc-mean()-Z",-0.952226786666667
"7725",28,"LAYING","training data","fBodyAcc-mean()-Z",-0.961115672375
"7726",28,"WALKING","training data","fBodyAcc-mean()-Z",-0.356337638518519
"7727",28,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.308161634195652
"7728",28,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.401732939215686
"7729",29,"STANDING","training data","fBodyAcc-mean()-Z",-0.984096024769231
"7730",29,"SITTING","training data","fBodyAcc-mean()-Z",-0.975623030833333
"7731",29,"LAYING","training data","fBodyAcc-mean()-Z",-0.989473926666667
"7732",29,"WALKING","training data","fBodyAcc-mean()-Z",-0.279734839433962
"7733",29,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.266692150208333
"7734",29,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.320487882857143
"7735",30,"STANDING","training data","fBodyAcc-mean()-Z",-0.938089774915254
"7736",30,"SITTING","training data","fBodyAcc-mean()-Z",-0.966274090645161
"7737",30,"LAYING","training data","fBodyAcc-mean()-Z",-0.970321991714286
"7738",30,"WALKING","training data","fBodyAcc-mean()-Z",-0.309558882615385
"7739",30,"WALKING_DOWNSTAIRS","training data","fBodyAcc-mean()-Z",-0.25806736666129
"7740",30,"WALKING_UPSTAIRS","training data","fBodyAcc-mean()-Z",-0.36751984
"7741",2,"STANDING","test data","fBodyAcc-std()-X",-0.989056469814815
"7742",2,"SITTING","test data","fBodyAcc-std()-X",-0.98736209
"7743",2,"LAYING","test data","fBodyAcc-std()-X",-0.973246482083333
"7744",2,"WALKING","test data","fBodyAcc-std()-X",-0.457651383728814
"7745",2,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.0161046198595745
"7746",2,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.320582414375
"7747",4,"STANDING","test data","fBodyAcc-std()-X",-0.978737637678571
"7748",4,"SITTING","test data","fBodyAcc-std()-X",-0.9819081892
"7749",4,"LAYING","test data","fBodyAcc-std()-X",-0.952464881481481
"7750",4,"WALKING","test data","fBodyAcc-std()-X",-0.447234929666667
"7751",4,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.0390098262533333
"7752",4,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.173217219014423
"7753",9,"STANDING","test data","fBodyAcc-std()-X",-0.977579248444444
"7754",9,"SITTING","test data","fBodyAcc-std()-X",-0.956903459
"7755",9,"LAYING","test data","fBodyAcc-std()-X",-0.9409810272
"7756",9,"WALKING","test data","fBodyAcc-std()-X",-0.218019977423077
"7757",9,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.250488758869048
"7758",9,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.369815777346939
"7759",10,"STANDING","test data","fBodyAcc-std()-X",-0.982949246136364
"7760",10,"SITTING","test data","fBodyAcc-std()-X",-0.982242427777778
"7761",10,"LAYING","test data","fBodyAcc-std()-X",-0.96796803862069
"7762",10,"WALKING","test data","fBodyAcc-std()-X",-0.206366497226415
"7763",10,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.324957743157895
"7764",10,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.171957349438298
"7765",12,"STANDING","test data","fBodyAcc-std()-X",-0.983647207377049
"7766",12,"SITTING","test data","fBodyAcc-std()-X",-0.98399947745098
"7767",12,"LAYING","test data","fBodyAcc-std()-X",-0.955207641833333
"7768",12,"WALKING","test data","fBodyAcc-std()-X",-0.160707260634
"7769",12,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.0483347068913043
"7770",12,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.278929748076923
"7771",13,"STANDING","test data","fBodyAcc-std()-X",-0.991817705263158
"7772",13,"SITTING","test data","fBodyAcc-std()-X",-0.989410582653061
"7773",13,"LAYING","test data","fBodyAcc-std()-X",-0.966960088387097
"7774",13,"WALKING","test data","fBodyAcc-std()-X",-0.353299848947368
"7775",13,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",-0.0680436217021277
"7776",13,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.266081292363636
"7777",18,"STANDING","test data","fBodyAcc-std()-X",-0.992789068493151
"7778",18,"SITTING","test data","fBodyAcc-std()-X",-0.994906565789474
"7779",18,"LAYING","test data","fBodyAcc-std()-X",-0.984321858307692
"7780",18,"WALKING","test data","fBodyAcc-std()-X",-0.378068199285714
"7781",18,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",-0.285535871636364
"7782",18,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.350639840862069
"7783",20,"STANDING","test data","fBodyAcc-std()-X",-0.96980617890411
"7784",20,"SITTING","test data","fBodyAcc-std()-X",-0.98397837530303
"7785",20,"LAYING","test data","fBodyAcc-std()-X",-0.960997907205882
"7786",20,"WALKING","test data","fBodyAcc-std()-X",-0.234985644352941
"7787",20,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",0.113033424261778
"7788",20,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.108444759592157
"7789",24,"STANDING","test data","fBodyAcc-std()-X",-0.988851853478261
"7790",24,"SITTING","test data","fBodyAcc-std()-X",-0.991100005441176
"7791",24,"LAYING","test data","fBodyAcc-std()-X",-0.965167081805556
"7792",24,"WALKING","test data","fBodyAcc-std()-X",-0.462733639137931
"7793",24,"WALKING_DOWNSTAIRS","test data","fBodyAcc-std()-X",-0.0349085946785455
"7794",24,"WALKING_UPSTAIRS","test data","fBodyAcc-std()-X",-0.326165553050847
"7795",1,"STANDING","training data","fBodyAcc-std()-X",-0.99602834509434
"7796",1,"SITTING","training data","fBodyAcc-std()-X",-0.976412313191489
"7797",1,"LAYING","training data","fBodyAcc-std()-X",-0.9244374346
"7798",1,"WALKING","training data","fBodyAcc-std()-X",-0.319134719578947
"7799",1,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.0243308391387755
"7800",1,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.337428188679245
"7801",3,"STANDING","training data","fBodyAcc-std()-X",-0.969931287377049
"7802",3,"SITTING","training data","fBodyAcc-std()-X",-0.971605878461538
"7803",3,"LAYING","training data","fBodyAcc-std()-X",-0.983691129032258
"7804",3,"WALKING","training data","fBodyAcc-std()-X",-0.379276781206897
"7805",3,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",-0.0654417192653061
"7806",3,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.285333024050847
"7807",5,"STANDING","training data","fBodyAcc-std()-X",-0.97066840875
"7808",5,"SITTING","training data","fBodyAcc-std()-X",-0.9825908425
"7809",5,"LAYING","training data","fBodyAcc-std()-X",-0.964953893653846
"7810",5,"WALKING","training data","fBodyAcc-std()-X",-0.297517355196429
"7811",5,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.336554724893617
"7812",5,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.00473819670425532
"7813",6,"STANDING","training data","fBodyAcc-std()-X",-0.984067374035088
"7814",6,"SITTING","training data","fBodyAcc-std()-X",-0.982451284727273
"7815",6,"LAYING","training data","fBodyAcc-std()-X",-0.932462941461404
"7816",6,"WALKING","training data","fBodyAcc-std()-X",-0.34522769
"7817",6,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.403369766666667
"7818",6,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.0211335627276471
"7819",7,"STANDING","training data","fBodyAcc-std()-X",-0.980541336037736
"7820",7,"SITTING","training data","fBodyAcc-std()-X",-0.972879966041667
"7821",7,"LAYING","training data","fBodyAcc-std()-X",-0.931120580576923
"7822",7,"WALKING","training data","fBodyAcc-std()-X",-0.322034908070175
"7823",7,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.0730110797851064
"7824",7,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.279870086215686
"7825",8,"STANDING","training data","fBodyAcc-std()-X",-0.98918374962963
"7826",8,"SITTING","training data","fBodyAcc-std()-X",-0.978256730652174
"7827",8,"LAYING","training data","fBodyAcc-std()-X",-0.940125298333333
"7828",8,"WALKING","training data","fBodyAcc-std()-X",-0.148386858858333
"7829",8,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",-0.0260463260078947
"7830",8,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.175284990170732
"7831",11,"STANDING","training data","fBodyAcc-std()-X",-0.995573762978723
"7832",11,"SITTING","training data","fBodyAcc-std()-X",-0.983389810188679
"7833",11,"LAYING","training data","fBodyAcc-std()-X",-0.985322211929825
"7834",11,"WALKING","training data","fBodyAcc-std()-X",-0.433703311525424
"7835",11,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.179906764395652
"7836",11,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.198733655611111
"7837",14,"STANDING","training data","fBodyAcc-std()-X",-0.973605553666667
"7838",14,"SITTING","training data","fBodyAcc-std()-X",-0.976303056851852
"7839",14,"LAYING","training data","fBodyAcc-std()-X",-0.911972655156863
"7840",14,"WALKING","training data","fBodyAcc-std()-X",-0.395859985762712
"7841",14,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.0140826092322222
"7842",14,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.304980247962963
"7843",15,"STANDING","training data","fBodyAcc-std()-X",-0.990060962641509
"7844",15,"SITTING","training data","fBodyAcc-std()-X",-0.987384778983051
"7845",15,"LAYING","training data","fBodyAcc-std()-X",-0.971718824583333
"7846",15,"WALKING","training data","fBodyAcc-std()-X",-0.332520626851852
"7847",15,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.466325681428571
"7848",15,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.00838243761666667
"7849",16,"STANDING","training data","fBodyAcc-std()-X",-0.989100620641026
"7850",16,"SITTING","training data","fBodyAcc-std()-X",-0.986892418405797
"7851",16,"LAYING","training data","fBodyAcc-std()-X",-0.971409075142857
"7852",16,"WALKING","training data","fBodyAcc-std()-X",-0.409070488039216
"7853",16,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.266115492098298
"7854",16,"WALKING_UPSTAIRS","training data","fBodyAcc-std()-X",-0.369636140980392
"7855",17,"STANDING","training data","fBodyAcc-std()-X",-0.991318528333333
"7856",17,"SITTING","training data","fBodyAcc-std()-X",-0.99465731359375
"7857",17,"LAYING","training data","fBodyAcc-std()-X",-0.972438525352113
"7858",17,"WALKING","training data","fBodyAcc-std()-X",-0.304806274098361
"7859",17,"WALKING_DOWNSTAIRS","training data","fBodyAcc-std()-X",0.258941676302174
